sample_name_unique,Mapping_percent,percent_single_annotation,percent_multiple_codons,unique_anno,frac_max_score,min_mut_freq,iteration
8h_1,98.79791035192976,72.25624963602343,5.821515172231605,True,0.9,0.6,2
16h_1,99.094920628286,72.05926881111381,9.640521645077076,True,0.9,0.6,2
40h_1,98.56653969532105,70.33205311152253,8.819074951328584,True,0.9,0.6,2
0m_1,99.27295613475155,71.99215776810225,6.335470046930744,True,0.9,0.6,3
8m_1,99.31967852054942,72.19144481220968,6.359241387211694,True,0.9,0.6,3
32m_1,98.68359576201709,70.6902976503438,8.431044251943584,True,0.9,0.6,3
1h_1,99.29339429539412,72.04991706816207,5.792828370586841,True,0.9,0.6,3
4h_1,98.82742119844238,71.94646331482453,6.957906756776625,True,0.9,0.6,3
8h_1,98.79791035192976,72.263339266679,5.820924369676975,True,0.9,0.6,3
16h_1,99.094920628286,72.06303487526043,9.639617789681889,True,0.9,0.6,3
40h_1,98.56653969532105,70.33470550477696,8.818279233352253,True,0.9,0.6,3
0m_1,99.27241897637309,73.93841614195455,5.1636723054807545,True,0.9,0.65,1
8m_1,99.31905133098586,74.04243610677588,5.193822226632626,True,0.9,0.65,1
32m_1,98.68258827766773,72.39419292594653,6.8567220863812475,True,0.9,0.65,1
1h_1,99.29308059696811,74.06444692977468,4.7259449520415515,True,0.9,0.65,1
4h_1,98.82674312726427,73.91720282133014,5.658048985128814,True,0.9,0.65,1
8h_1,98.79757680874218,73.91201232249489,4.761378262612622,True,0.9,0.65,1
16h_1,99.0937263952374,73.85024442050873,7.820251124183695,True,0.9,0.65,1
40h_1,98.56484035335855,71.78574128375395,7.213970926616296,True,0.9,0.65,1
0m_1,99.27232944997668,74.27044507832812,4.775891658197015,True,0.9,0.65,2
8m_1,99.31905133098586,74.34654349610732,4.813485011141283,True,0.9,0.65,2
32m_1,98.68258827766773,72.64279041751107,6.350466311721857,True,0.9,0.65,2
1h_1,99.2930021723616,74.38659816206524,4.381582740631627,True,0.9,0.65,2
4h_1,98.82674312726427,74.21566551790384,5.244808023304595,True,0.9,0.65,2
8h_1,98.79757680874218,74.19078766906505,4.415335598084106,True,0.9,0.65,2
16h_1,99.0937263952374,74.13074425856601,7.238161234681349,True,0.9,0.65,2
40h_1,98.56484035335855,71.96318945178065,6.70377428805222,True,0.9,0.65,2
0m_1,99.27223992358026,74.18159190519994,4.7917681222156085,True,0.9,0.65,3
8m_1,99.31905133098586,74.26562260372218,4.831798211982066,True,0.9,0.65,3
32m_1,98.68258827766773,72.43681693117372,6.3766277520559065,True,0.9,0.65,3
1h_1,99.2930021723616,74.30074362508343,4.399116969895624,True,0.9,0.65,3
4h_1,98.82674312726427,74.09118353936572,5.26509760563325,True,0.9,0.65,3
8h_1,98.79749342294527,74.00601270737258,4.42926544364395,True,0.9,0.65,3
16h_1,99.0937263952374,74.02830607925401,7.262113691314598,True,0.9,0.65,3
40h_1,98.56484035335855,71.79727939333415,6.72592215356826,True,0.9,0.65,3
0m_1,99.27098655403053,73.03674270367571,5.163836998104335,True,0.9,0.7,1
8m_1,99.31770735334963,73.22393378289993,5.175398633257403,True,0.9,0.7,1
32m_1,98.67981769570699,71.72838812926412,6.857042219369198,True,0.9,0.7,1
1h_1,99.29221792629656,73.10054222267857,4.714533384409419,True,0.9,0.7,1
4h_1,98.82451517910766,72.99336897976387,5.634847898216535,True,0.9,0.7,1
8h_1,98.79524200642904,73.34345039698783,4.7229187784911675,True,0.9,0.7,1
16h_1,99.09283072045095,73.10883100409907,7.826648930641193,True,0.9,0.7,1
40h_1,98.56183382527105,71.3183023872679,7.164854111405836,True,0.9,0.7,1
0m_1,99.27098655403053,73.02276420711262,5.163836998104335,True,0.9,0.7,2
8m_1,99.31770735334963,73.21545366381741,5.175398633257403,True,0.9,0.7,2
32m_1,98.67981769570699,71.71498799092365,6.857042219369198,True,0.9,0.7,2
1h_1,99.29221792629656,73.08166513306769,4.714533384409419,True,0.9,0.7,2
4h_1,98.82451517910766,72.98121455981885,5.634847898216535,True,0.9,0.7,2
8h_1,98.79524200642904,73.33138081882382,4.7229187784911675,True,0.9,0.7,2
16h_1,99.09283072045095,73.10160000843617,7.826648930641193,True,0.9,0.7,2
40h_1,98.56183382527105,71.30318302387268,7.164854111405836,True,0.9,0.7,2
0m_1,99.27098655403053,73.03340590127033,5.163836998104335,True,0.9,0.7,3
8m_1,99.31770735334963,73.2242044249983,5.175398633257403,True,0.9,0.7,3
32m_1,98.67981769570699,71.72341093502337,6.857042219369198,True,0.9,0.7,3
1h_1,99.29221792629656,73.09169605516217,4.714533384409419,True,0.9,0.7,3
4h_1,98.82451517910766,72.99219274557565,5.634847898216535,True,0.9,0.7,3
8h_1,98.79524200642904,73.34429442343287,4.7229187784911675,True,0.9,0.7,3
16h_1,99.09283072045095,73.1106387530148,7.826648930641193,True,0.9,0.7,3
40h_1,98.56183382527105,71.3104774535809,7.164854111405836,True,0.9,0.7,3
0m_1,99.27062844844488,72.94474776388341,5.170078333973641,True,0.9,0.75,1
8m_1,99.3174385578224,73.06761018771786,5.18100592527371,True,0.9,0.75,1
32m_1,98.68006956679433,71.80796757430039,6.86161903886796,True,0.9,0.75,1
1h_1,99.29190422787055,73.03308398119867,4.71991918368572,True,0.9,0.75,1
4h_1,98.82393397524072,72.97478237089038,5.639389962154443,True,0.9,0.75,1
8h_1,98.79457492005386,73.30098439468969,4.727339636002697,True,0.9,0.75,1
16h_1,99.09268144131987,72.96974426340147,7.834042373698419,True,0.9,0.75,1
40h_1,98.56157238804605,71.44952639131668,7.16938241215494,True,0.9,0.75,1
0m_1,99.27062844844488,72.97045025350772,5.164937836048779,True,0.9,0.75,2
8m_1,99.3174385578224,73.08935182846297,5.176314782872278,True,0.9,0.75,2
32m_1,98.68006956679433,71.83183252166988,6.854727556739869,True,0.9,0.75,2
1h_1,99.29190422787055,73.0590696803759,4.714627263184583,True,0.9,0.75,2
4h_1,98.82393397524072,73.00242403687908,5.634096877177884,True,0.9,0.75,2
8h_1,98.79457492005386,73.32672737508535,4.722359846352388,True,0.9,0.75,2
16h_1,99.09268144131987,72.98797242576167,7.825756845352873,True,0.9,0.75,2
40h_1,98.56157238804605,71.46716569539973,7.162618468484001,True,0.9,0.75,2
0m_1,99.27062844844488,72.97045025350772,5.164937836048779,True,0.9,0.75,3
8m_1,99.3174385578224,73.08935182846297,5.176314782872278,True,0.9,0.75,3
32m_1,98.68006956679433,71.83183252166988,6.854727556739869,True,0.9,0.75,3
1h_1,99.29190422787055,73.0590696803759,4.714627263184583,True,0.9,0.75,3
4h_1,98.82393397524072,73.00242403687908,5.634096877177884,True,0.9,0.75,3
8h_1,98.79457492005386,73.32672737508535,4.722359846352388,True,0.9,0.75,3
16h_1,99.09268144131987,72.98797242576167,7.825756845352873,True,0.9,0.75,3
40h_1,98.56157238804605,71.46716569539973,7.162618468484001,True,0.9,0.75,3
0m_1,99.2698227108772,72.95877738126481,5.133775780482724,True,0.9,0.8,1
8m_1,99.31725936080423,73.08163504650554,5.145831641812588,True,0.9,0.8,1
32m_1,98.6793139535323,71.86492591599985,6.8124098676570055,True,0.9,0.8,1
1h_1,99.29127683101851,73.02841147390396,4.685590799266709,True,0.9,0.8,1
4h_1,98.82364337330725,73.00126642331473,5.596669659555615,True,0.9,0.8,1
8h_1,98.79365767628799,73.37872580348386,4.6959008354307725,True,0.9,0.8,1
16h_1,99.09193504566448,73.00223108361969,7.781977484283741,True,0.9,0.8,1
40h_1,98.56039592053354,71.50170625831412,7.1180083529070055,True,0.9,0.8,1
0m_1,99.2698227108772,72.97446955492848,5.13395615029495,True,0.9,0.8,2
8m_1,99.31725936080423,73.0947161402654,5.146192499571481,True,0.9,0.8,2
32m_1,98.6793139535323,71.8818995112115,6.812665109690263,True,0.9,0.8,2
1h_1,99.2914336802315,73.04109156250617,4.685741366032818,True,0.9,0.8,2
4h_1,98.82364337330725,73.01704770455873,5.597061741077205,True,0.9,0.8,2
8h_1,98.79374106208489,73.39199968939354,4.696150083686494,True,0.9,0.8,2
16h_1,99.09208432479556,73.01372091762026,7.7822670547330235,True,0.9,0.8,2
40h_1,98.56039592053354,71.51510167920222,7.118406236695761,True,0.9,0.8,2
0m_1,99.2698227108772,72.97212474736953,5.133775780482724,True,0.9,0.8,3
8m_1,99.31725936080423,73.09164884931482,5.145921856252312,True,0.9,0.8,3
32m_1,98.6793139535323,71.87909184884566,6.8124098676570055,True,0.9,0.8,3
1h_1,99.2914336802315,73.03864305037222,4.685583397508046,True,0.9,0.8,3
4h_1,98.82364337330725,73.01469521542919,5.596669659555615,True,0.9,0.8,3
8h_1,98.79374106208489,73.39183088153993,4.6958968719060685,True,0.9,0.8,3
16h_1,99.09193504566448,73.01202314542115,7.781977484283741,True,0.9,0.8,3
40h_1,98.56039592053354,71.51085758545548,7.1180083529070055,True,0.9,0.8,3
0m_1,99.22738719897868,70.65382245283342,6.207555494203593,True,0.9,0.9,1
8m_1,99.27254970477291,70.94734428969711,6.227329054641322,True,0.9,0.9,1
32m_1,98.5708834504324,68.97557074212766,8.268590242350605,True,0.9,0.9,1
1h_1,99.24539843621335,70.72892038486339,5.674411768424513,True,0.9,0.9,1
4h_1,98.74014375108976,70.46002586002233,6.806993586008119,True,0.9,0.9,1
8h_1,98.7367885628041,70.75591843904549,5.650302002540335,True,0.9,0.9,1
16h_1,99.043867165458,70.78092665803541,9.456638547298263,True,0.9,0.9,1
40h_1,98.4366053944957,68.52725345996637,8.63431256158355,True,0.9,0.9,1
0m_1,99.22738719897868,70.65679982749272,6.207555494203593,True,0.9,0.9,2
8m_1,99.27254970477291,70.95059347221182,6.227329054641322,True,0.9,0.9,2
32m_1,98.5708834504324,68.9794035842184,8.268590242350605,True,0.9,0.9,2
1h_1,99.24539843621335,70.73239730443908,5.674411768424513,True,0.9,0.9,2
4h_1,98.74014375108976,70.46238033853477,6.806993586008119,True,0.9,0.9,2
8h_1,98.7367885628041,70.75921209091155,5.650302002540335,True,0.9,0.9,2
16h_1,99.043867165458,70.7833381815003,9.456638547298263,True,0.9,0.9,2
40h_1,98.4366053944957,68.5305733279153,8.63431256158355,True,0.9,0.9,2
0m_1,99.22738719897868,70.65400289978247,6.207555494203593,True,0.9,0.9,3
8m_1,99.27254970477291,70.94653199406844,6.227329054641322,True,0.9,0.9,3
32m_1,98.5708834504324,68.9751874579186,8.268590242350605,True,0.9,0.9,3
1h_1,99.24539843621335,70.72733996687444,5.674411768424513,True,0.9,0.9,3
4h_1,98.74014375108976,70.4578675880526,6.806993586008119,True,0.9,0.9,3
8h_1,98.7367885628041,70.75524281814988,5.650302002540335,True,0.9,0.9,3
16h_1,99.043867165458,70.7806252176023,9.456638547298263,True,0.9,0.9,3
40h_1,98.4366053944957,68.52592551278681,8.63431256158355,True,0.9,0.9,3
0m_1,99.27304566114796,72.06802606980627,6.7480468838068335,True,0.95,0.5,1
8m_1,99.3202161116039,72.252307842198,6.78311199879477,True,0.95,0.5,1
32m_1,98.68372169756076,70.70488320008167,9.019595331831727,True,0.95,0.5,1
1h_1,99.29339429539412,72.01145249190427,6.1870310402021955,True,0.95,0.5,1
4h_1,98.827808667687,71.94863164415396,7.435904724285192,True,0.95,0.5,1
8h_1,98.79791035192976,72.27211690463349,6.217859286023552,True,0.95,0.5,1
16h_1,99.09551774481031,71.96453292800685,10.314434333041591,True,0.95,0.5,1
40h_1,98.56680113254606,70.31117795124383,9.408279158344806,True,0.95,0.5,1
0m_1,99.27304566114796,71.97586008807173,6.736954500486532,True,0.95,0.5,2
8m_1,99.3202161116039,72.15947994728026,6.7717453177844344,True,0.95,0.5,2
32m_1,98.68372169756076,70.61631817050683,9.004409109181283,True,0.95,0.5,2
1h_1,99.29339429539412,71.91501461180002,6.176763288839744,True,0.95,0.5,2
4h_1,98.827808667687,71.85816264620348,7.4241427743891375,True,0.95,0.5,2
8h_1,98.79791035192976,72.1762380900535,6.207309240405155,True,0.95,0.5,2
16h_1,99.09551774481031,71.88409028255856,10.298466317278447,True,0.95,0.5,2
40h_1,98.56680113254606,70.24168543229916,9.3935584148279,True,0.95,0.5,2
0m_1,99.27304566114796,71.98523901380597,6.736954500486532,True,0.95,0.5,3
8m_1,99.3202161116039,72.16777942865288,6.7717453177844344,True,0.95,0.5,3
32m_1,98.68372169756076,70.62359224354107,9.004409109181283,True,0.95,0.5,3
1h_1,99.29339429539412,71.92354474370113,6.176763288839744,True,0.95,0.5,3
4h_1,98.827808667687,71.86845435236253,7.4241427743891375,True,0.95,0.5,3
8h_1,98.79791035192976,72.18796974078116,6.207309240405155,True,0.95,0.5,3
16h_1,99.09551774481031,71.89222493209827,10.298466317278447,True,0.95,0.5,3
40h_1,98.56680113254606,70.24831639784732,9.3935584148279,True,0.95,0.5,3
0m_1,99.27295613475155,72.0772896323097,6.5999740275668515,True,0.95,0.6,1
8m_1,99.31985771756759,72.27539221956899,6.623461094687501,True,0.95,0.6,1
32m_1,98.68372169756076,70.77226408713574,8.793205760555383,True,0.95,0.6,1
1h_1,99.29331587078761,72.14427939679283,6.032229707155602,True,0.95,0.6,1
4h_1,98.82751806575352,72.02764850485573,7.250675333942342,True,0.95,0.6,1
8h_1,98.79791035192976,72.3513688473189,6.0652634261990555,True,0.95,0.6,1
16h_1,99.094920628286,72.14197157977353,10.048913641136267,True,0.95,0.6,1
40h_1,98.56667041393355,70.40490055527779,9.188408526372047,True,0.95,0.6,1
0m_1,99.27295613475155,71.99342031693583,6.58888163424321,True,0.95,0.6,2
8m_1,99.31985771756759,72.18842777485591,6.612094372660687,True,0.95,0.6,2
32m_1,98.68372169756076,70.69237689907543,8.777891922588548,True,0.95,0.6,2
1h_1,99.29331587078761,72.0542390444981,6.021961947683396,True,0.95,0.6,2
4h_1,98.82751806575352,71.94492254733218,7.238913349460321,True,0.95,0.6,2
8h_1,98.79791035192976,72.26401446959856,6.054713380580658,True,0.95,0.6,2
16h_1,99.094920628286,72.06634901170945,10.03294552915461,True,0.95,0.6,2
40h_1,98.56667041393355,70.34084534313303,9.17368776333257,True,0.95,0.6,2
0m_1,99.27295613475155,72.00270906906863,6.58888163424321,True,0.95,0.6,3
8m_1,99.31985771756759,72.19591537746088,6.612094372660687,True,0.95,0.6,3
32m_1,98.68372169756076,70.69901289552772,8.777891922588548,True,0.95,0.6,3
1h_1,99.29331587078761,72.0623742693107,6.021961947683396,True,0.95,0.6,3
4h_1,98.82751806575352,71.9543321349178,7.238913349460321,True,0.95,0.6,3
8h_1,98.79791035192976,72.27540851886644,6.054713380580658,True,0.95,0.6,3
16h_1,99.094920628286,72.07448371026614,10.03294552915461,True,0.95,0.6,3
40h_1,98.56667041393355,70.34654798106725,9.17368776333257,True,0.95,0.6,3
0m_1,99.27241897637309,73.95356680993667,5.411944858783149,True,0.95,0.65,1
8m_1,99.3193201265131,74.0525199527647,5.4415318815725495,True,0.95,0.65,1
32m_1,98.6827142132114,72.41222209885949,7.196045926668939,True,0.95,0.65,1
1h_1,99.2930021723616,74.07848542171006,4.951761123770333,True,0.95,0.65,1
4h_1,98.82674312726427,73.9289648980424,5.934065718643284,True,0.95,0.65,1
8h_1,98.79757680874218,73.92956765767096,4.990863629649948,True,0.95,0.65,1
16h_1,99.0937263952374,73.86350112606675,8.206804606705182,True,0.95,0.65,1
40h_1,98.56497107197106,71.80527410268108,7.563287110224608,True,0.95,0.65,1
0m_1,99.27232944997668,74.28658776889078,5.019204390811833,True,0.95,0.65,2
8m_1,99.3193201265131,74.3596035338067,5.056865492159175,True,0.95,0.65,2
32m_1,98.6827142132114,72.66069165655306,6.6843032834479965,True,0.95,0.65,2
1h_1,99.2929237477551,74.40261149646076,4.602738817181031,True,0.95,0.65,2
4h_1,98.82674312726427,74.23095621762978,5.515531822298545,True,0.95,0.65,2
8h_1,98.79757680874218,74.2074145970924,4.641191737176376,True,0.95,0.65,2
16h_1,99.0937263952374,74.1456580523188,7.618839586330529,True,0.95,0.65,2
40h_1,98.56497107197106,71.98444611842594,7.047918899133183,True,0.95,0.65,2
0m_1,99.27232944997668,74.29587657966147,5.019204390811833,True,0.95,0.65,3
8m_1,99.3193201265131,74.36709117694022,5.056865492159175,True,0.95,0.65,3
32m_1,98.6827142132114,72.66732772075443,6.6843032834479965,True,0.95,0.65,3
1h_1,99.2929237477551,74.41074675340062,4.602738817181031,True,0.95,0.65,3
4h_1,98.82674312726427,74.2403658789996,5.515531822298545,True,0.95,0.65,3
8h_1,98.79757680874218,74.21880868482688,4.641191737176376,True,0.95,0.65,3
16h_1,99.0937263952374,74.15379284891122,7.618839586330529,True,0.95,0.65,3
40h_1,98.56497107197106,71.99014885467837,7.047918899133183,True,0.95,0.65,3
0m_1,99.27098655403053,72.62730803015026,5.419237657889373,True,0.95,0.7,1
8m_1,99.31797614887688,72.76950918286155,5.428975586344519,True,0.95,0.7,1
32m_1,98.67994363125065,71.31672143700348,7.203267077178317,True,0.95,0.7,1
1h_1,99.29213950169004,72.67408797520544,4.946591221435544,True,0.95,0.7,1
4h_1,98.82451517910766,72.62324728853514,5.918026279032156,True,0.95,0.7,1
8h_1,98.79515862063215,72.85211968980315,4.957731119956516,True,0.95,0.7,1
16h_1,99.09283072045095,72.63806305729508,8.22179271447058,True,0.95,0.7,1
40h_1,98.56196454388353,70.90574150432161,7.521342809890172,True,0.95,0.7,1
0m_1,99.27098655403053,72.61468229131908,5.419237657889373,True,0.95,0.7,2
8m_1,99.31797614887688,72.76229207977065,5.428975586344519,True,0.95,0.7,2
32m_1,98.67994363125065,71.30510799859618,7.203267077178317,True,0.95,0.7,2
1h_1,99.29213950169004,72.6571064795069,4.946591221435544,True,0.95,0.7,2
4h_1,98.82451517910766,72.6126611808411,5.918026279032156,True,0.95,0.7,2
8h_1,98.79515862063215,72.84156935033542,4.957731119956516,True,0.95,0.7,2
16h_1,99.09283072045095,72.63173593609005,8.22179271447058,True,0.95,0.7,2
40h_1,98.56196454388353,70.89221367080415,7.521342809890172,True,0.95,0.7,2
0m_1,99.27098655403053,72.62397122774487,5.419237657889373,True,0.95,0.7,3
8m_1,99.31797614887688,72.76977982422746,5.428975586344519,True,0.95,0.7,3
32m_1,98.67994363125065,71.31174424911464,7.203267077178317,True,0.95,0.7,3
1h_1,99.29213950169004,72.665241800702,4.946591221435544,True,0.95,0.7,3
4h_1,98.82451517910766,72.62207105434692,5.918026279032156,True,0.95,0.7,3
8h_1,98.79515862063215,72.85296371696056,4.957731119956516,True,0.95,0.7,3
16h_1,99.09283072045095,72.63987080621082,8.22179271447058,True,0.95,0.7,3
40h_1,98.56196454388353,70.8979165810125,7.521342809890172,True,0.95,0.7,3
0m_1,99.27062844844488,72.95079010354947,5.4306204130074445,True,0.95,0.75,1
8m_1,99.31761775484055,73.07334227054491,5.439099157941459,True,0.95,0.75,1
32m_1,98.680195502338,71.82089316046796,7.21396876120662,True,0.95,0.75,1
1h_1,99.29182580326403,73.03780171869076,4.956400859345381,True,0.95,0.75,1
4h_1,98.82393397524072,72.97684079282571,5.927863093376881,True,0.95,0.75,1
8h_1,98.79449153425696,73.31016181797925,4.966542537567902,True,0.95,0.75,1
16h_1,99.09268144131987,72.97546881025839,8.236417759352102,True,0.95,0.75,1
40h_1,98.56170310665856,71.46349000462865,7.532635984928363,True,0.95,0.75,1
0m_1,99.27062844844488,72.97532019891021,5.420249232983599,True,0.95,0.75,2
8m_1,99.31761775484055,73.09346001800674,5.429987532409421,True,0.95,0.75,2
32m_1,98.680195502338,71.84322663886255,7.200823913922946,True,0.95,0.75,2
1h_1,99.29182580326403,73.0629975988879,4.946685833438645,True,0.95,0.75,2
4h_1,98.82393397524072,73.00369829807714,5.917276923423763,True,0.95,0.75,2
8h_1,98.79449153425696,73.33438556096112,4.957258176146281,True,0.95,0.75,2
16h_1,99.09268144131987,72.99188922097956,8.220901224450444,True,0.95,0.75,2
40h_1,98.56170310665856,71.48059878063498,7.519240741698596,True,0.95,0.75,2
0m_1,99.27062844844488,72.97396743629841,5.420249232983599,True,0.95,0.75,3
8m_1,99.31761775484055,73.09201659217987,5.429987532409421,True,0.95,0.75,3
32m_1,98.680195502338,71.84131234071444,7.200823913922946,True,0.95,0.75,3
1h_1,99.29182580326403,73.06086503222545,4.946685833438645,True,0.95,0.75,3
4h_1,98.82393397524072,73.00203195651045,5.917276923423763,True,0.95,0.75,3
8h_1,98.79449153425696,73.3328663018194,4.957258176146281,True,0.95,0.75,3
16h_1,99.09268144131987,72.99023211531045,8.220901224450444,True,0.95,0.75,3
40h_1,98.56170310665856,71.4788746404173,7.519240741698596,True,0.95,0.75,3
0m_1,99.2698227108772,72.97041123415339,5.394410159149303,True,0.95,0.8,1
8m_1,99.3174385578224,73.09359189947965,5.403925403618675,True,0.95,0.8,1
32m_1,98.67943988907597,71.88206301662517,7.164889971680932,True,0.95,0.8,1
1h_1,99.291198406412,73.04007986907537,4.922152926531824,True,0.95,0.8,1
4h_1,98.82364337330725,73.01273480782125,5.885143639065435,True,0.95,0.8,1
8h_1,98.79357429049111,73.39575295604152,4.935274739465739,True,0.95,0.8,1
16h_1,99.09193504566448,73.0141322048861,8.184506547876405,True,0.95,0.8,1
40h_1,98.56052663914603,71.52203610127455,7.481266329792172,True,0.95,0.8,1
0m_1,99.2698227108772,72.98745618140875,5.39459052896153,True,0.95,0.8,2
8m_1,99.3174385578224,73.10811639806869,5.404286260726478,True,0.95,0.8,2
32m_1,98.67943988907597,71.90107852383511,7.165145213388449,True,0.95,0.8,2
1h_1,99.291355255625,73.0548135417045,4.9223031197228595,True,0.95,0.8,2
4h_1,98.82364337330725,73.030182435532,5.885535720587024,True,0.95,0.8,2
8h_1,98.79365767628799,73.41046170675013,4.93552378589069,True,0.95,0.8,2
16h_1,99.09208432479556,73.02727913661262,8.18479551192822,True,0.95,0.8,2
40h_1,98.56052663914603,71.53702303744082,7.481664213053224,True,0.95,0.8,2
0m_1,99.2698227108772,72.983668415352,5.394410159149303,True,0.95,0.8,3
8m_1,99.3174385578224,73.10360568422117,5.404015617895626,True,0.95,0.8,3
32m_1,98.67943988907597,71.89648417309982,7.164889971680932,True,0.95,0.8,3
1h_1,99.291355255625,73.05023245086781,4.922145151073318,True,0.95,0.8,3
4h_1,98.82364337330725,73.0261635999357,5.885143639065435,True,0.95,0.8,3
8h_1,98.79365767628799,73.40894243478525,4.935270573896544,True,0.95,0.8,3
16h_1,99.09193504566448,73.02377361958291,8.184506547876405,True,0.95,0.8,3
40h_1,98.56052663914603,71.53118741627873,7.481266329792172,True,0.95,0.8,3
0m_1,99.22711861978945,69.83857172244296,6.219572050857305,True,0.95,0.9,1
8m_1,99.27219131073659,70.07501125936062,6.23700886398241,True,0.95,0.9,1
32m_1,98.56949815945202,68.17035433845493,8.281099478981677,True,0.95,0.9,1
1h_1,99.2445357655418,69.90407569635798,5.685445093036065,True,0.95,0.9,1
4h_1,98.73956254722282,69.71916792239593,6.81929663464557,True,0.95,0.9,1
8h_1,98.7366217912103,69.87071972326521,5.659010179935039,True,0.95,0.9,1
16h_1,99.04341932806477,69.87285185040047,9.470547629310994,True,0.95,0.9,1
40h_1,98.4351674897582,67.71009427234736,8.647054370935592,True,0.95,0.9,1
0m_1,99.22711861978945,69.8386619461617,6.219572050857305,True,0.95,0.9,2
8m_1,99.27219131073659,70.07582355792185,6.23700886398241,True,0.95,0.9,2
32m_1,98.56949815945202,68.17035433845493,8.281099478981677,True,0.95,0.9,2
1h_1,99.2445357655418,69.90494493380757,5.685445093036065,True,0.95,0.9,2
4h_1,98.73956254722282,69.71965844163998,6.81929663464557,True,0.95,0.9,2
8h_1,98.7366217912103,69.87139534530198,5.659010179935039,True,0.95,0.9,2
16h_1,99.04341932806477,69.87330401309464,9.470547629310994,True,0.95,0.9,2
40h_1,98.4351674897582,67.71115664560955,8.647054370935592,True,0.95,0.9,2
0m_1,99.22711861978945,69.83857172244296,6.219572050857305,True,0.95,0.9,3
8m_1,99.27219131073659,70.07501125936062,6.23700886398241,True,0.95,0.9,3
32m_1,98.56949815945202,68.17035433845493,8.281099478981677,True,0.95,0.9,3
